STATION,NAME,LATITUDE,LONGITUDE,Month,TAVG,TMAX,TMIN,PRCP,DT32,DP01,DP10,DSND,DSNW,Season
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,10,,,,3.175,,12.5,10.0,,,Autumn
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,11,,,,5.265000000000001,,16.5,12.5,,,Autumn
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,12,,,,7.199999999999999,,19.0,15.0,,,Winter
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,1,,,,7.71,,22.0,14.0,,,Winter
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,2,,,,3.3,,16.0,13.0,,,Winter
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,3,,,,3.87,,18.5,13.5,,,Spring
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,4,,,,3.59,,13.0,9.0,,,Spring
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,6,,,,2.04,,9.0,7.0,,,Summer
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,7,,,,0.385,,2.5,1.5,,0.0,Summer
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,8,,,,2.185,,7.5,4.0,,,Summer
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,9,,,,2.345,,9.5,4.5,,,Autumn
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,10,,,,3.73,,15.0,9.0,,,Autumn
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,11,,,,6.215,,18.0,12.5,,,Autumn
US1WAKG0078,"WOODINVILLE 0.9 ENE, WA US",47.753074,-122.094256,12,,,,8.655,,22.0,16.0,,,Winter
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,1,,,,5.375,,19.5,15.5,,,Winter
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,2,,,,2.895,,18.0,10.0,,,Winter
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,3,,,,2.695,,17.5,8.5,,,Spring
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,4,,,,3.3449999999999998,,16.0,9.5,,,Spring
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,5,,,,1.355,,10.5,5.0,,,Spring
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,6,,,,1.465,,9.0,4.5,,,Summer
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,7,,,,0.08,,1.0,0.5,,0.0,Summer
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,8,,,,1.5150000000000001,,7.5,3.5,,,Summer
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,9,,,,2.035,,9.5,5.0,,,Autumn
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,10,,,,3.11,,15.5,6.5,,,Autumn
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,11,,,,5.470000000000001,,20.0,13.0,,,Autumn
US1WAKG0081,"RENTON 0.5 SSW, WA US",47.475184,-122.201889,12,,,,7.815,,21.0,15.0,,,Winter
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,1,,,,5.615,,22.0,17.0,,,Winter
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,2,,,,3.205,,20.0,10.0,,,Winter
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,3,,,,2.75,,17.5,10.0,,,Spring
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,4,,,,3.58,,16.0,8.5,,,Spring
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,5,,,,1.3900000000000001,,12.0,4.5,,,Spring
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,6,,,,1.145,,8.0,2.5,,,Summer
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,7,,,,0.095,,1.0,0.5,,0.0,Summer
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,8,,,,1.72,,7.5,3.5,,,Summer
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,9,,,,1.13,,8.0,5.0,,,Autumn
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,10,,,,3.335,,16.0,9.0,,,Autumn
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,11,,,,5.695,,20.5,15.0,,,Autumn
US1WAKG0088,"FEDERAL WAY 2.5 NNE, WA US",47.346,-122.322,12,,,,7.51,,21.0,14.5,,,Winter
US1WAKG0094,"BELLEVUE 2.3 SSE, WA US",47.5694,-122.1271,1,,,,5.06,,23.0,14.0,,,Winter
US1WAKG0094,"BELLEVUE 2.3 SSE, WA US",47.5694,-122.1271,11,,,,6.87,,16.0,14.0,,,Autumn
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,1,,,,8.055,,23.5,17.0,8.0,2.0,Winter
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,2,,,,8.34,,19.0,14.0,6.5,4.0,Winter
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,3,,,,4.525,,17.5,12.5,3.0,1.0,Spring
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,4,,,,6.6,,20.0,15.5,0.0,0.0,Spring
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,5,,,,3.66,,14.0,8.5,0.0,0.0,Spring
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,6,,,,4.07,,12.5,9.5,0.0,0.0,Summer
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,7,,,,0.45499999999999996,,2.0,1.5,0.0,0.0,Summer
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,8,,,,2.705,,10.0,6.0,0.0,0.0,Summer
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,9,,,,3.46,,12.5,9.0,0.0,0.0,Autumn
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,10,,,,5.3149999999999995,,16.5,11.0,0.0,0.0,Autumn
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,11,,,,8.899999999999999,,21.0,16.0,0.0,0.0,Autumn
US1WAKG0143,"NORTH BEND 5.4 ESE, WA US",47.4669,-121.6806,12,,,,12.75,,20.5,15.0,0.5,0.5,Winter
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,1,,,,6.94,,,,,,Winter
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,2,,,,3.6,,16.0,9.0,,,Winter
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,3,,,,2.68,,,,,,Spring
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,10,,,,2.6,,6.0,4.0,,,Autumn
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,11,,,,5.04,,16.0,11.0,,,Autumn
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,12,,,,10.0,,20.0,14.0,,,Winter
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,1,,,,6.035,,21.0,10.0,,,Winter
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,2,,,,2.875,,24.0,8.0,,,Winter
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,3,,,,2.495,,17.0,12.0,,,Spring
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,5,,,,1.7550000000000001,,8.0,3.0,,,Spring
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,6,,,,1.915,,9.0,4.5,,,Summer
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,8,,,,1.635,,8.0,2.0,,,Summer
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,9,,,,4.12,,8.0,5.0,,,Autumn
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,10,,,,2.82,,12.0,5.0,,,Autumn
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,11,,,,5.5,,18.0,13.0,,,Autumn
US1WAKG0181,"LAKE FOREST PARK 0.7 WNW, WA US",47.765674,-122.300135,12,,,,8.05,,23.0,13.0,,,Winter
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,2,,,,3.43,,,,,,Winter
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,11,,,,6.62,,22.0,18.0,,,Autumn
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,1,,,,5.199999999999999,,24.0,15.0,,,Winter
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,2,,,,1.99,,20.0,9.0,,,Winter
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,3,,,,2.16,,17.5,8.5,,,Spring
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,4,,,,3.1450000000000005,,17.5,8.0,,,Spring
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,5,,,,1.61,,13.0,4.0,,,Spring
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,6,,,,1.1099999999999999,,9.0,2.5,,,Summer
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,7,,,,0.05,,1.0,0.0,,0.0,Summer
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,8,,,,1.105,,8.5,4.0,,,Summer
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,10,,,,2.755,,15.0,7.0,,,Autumn
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,11,,,,5.015000000000001,,18.5,15.0,,,Autumn
US1WAKG0196,"DES MOINES 2.9 S, WA US",47.353863,-122.318054,12,,,,6.925000000000001,,23.5,15.0,,,Winter
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,1,,,,3.62,,17.0,12.0,,,Winter
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,2,,,,2.625,,15.5,8.0,,,Winter
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,3,,,,2.365,,16.5,9.0,,,Spring
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,4,,,,3.2,,20.0,11.0,,,Spring
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,5,,,,1.98,,12.0,5.0,,,Spring
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,6,,,,0.91,,12.0,1.0,,,Summer
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,7,,,,0.05,,1.0,0.0,,0.0,Summer
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,8,,,,1.94,,8.0,5.0,,,Summer
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,9,,,,0.69,,8.0,1.0,,,Autumn
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,10,,,,2.46,,11.0,5.0,,,Autumn
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,11,,,,4.42,,16.0,12.0,,,Autumn
US1WAKG0204,"SEATTLE 0.9 SSE, WA US",47.609077,-122.343988,12,,,,6.24,,18.0,13.0,,,Winter
US1WAKG0210,"BURIEN 2.1 NNW, WA US",47.491944,-122.365,3,,,,2.6050000000000004,,15.0,6.0,,,Spring
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,1,,,,7.445,,23.0,16.5,,,Winter
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,2,,,,4.25,,19.5,14.0,,,Winter
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,3,,,,3.8449999999999998,,16.5,10.5,,,Spring
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,4,,,,4.87,,19.5,14.0,,,Spring
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,5,,,,2.96,,12.0,7.0,,,Spring
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,6,,,,2.495,,9.5,6.0,,,Summer
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,7,,,,0.35,,3.5,1.0,,0.0,Summer
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,8,,,,2.145,,8.5,3.5,,,Summer
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,9,,,,3.745,,11.5,6.0,,,Autumn
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,10,,,,4.140000000000001,,17.0,10.5,,,Autumn
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,11,,,,7.005,,19.5,15.5,,,Autumn
US1WAKG0219,"CARNATION 3.6 N, WA US",47.69756,-121.91603,12,,,,9.335,,23.0,15.0,,,Winter
US1WAKG0220,"COVINGTON WILDERNESS 1.1 SW, WA US",47.340486,-122.088343,1,,,,4.9,,16.0,12.0,,,Winter
US1WAKG0220,"COVINGTON WILDERNESS 1.1 SW, WA US",47.340486,-122.088343,2,,,,3.28,,,,,,Winter
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,1,,,,5.619999999999999,,23.0,14.5,,,Winter
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,2,,,,3.7699999999999996,,19.0,12.5,,,Winter
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,3,,,,3.19,,17.0,12.0,,,Spring
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,4,,,,4.24,,19.0,11.0,,,Spring
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,5,,,,1.935,,12.0,5.0,,,Spring
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,6,,,,1.6600000000000001,,12.0,3.0,,,Summer
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,7,,,,0.19999999999999998,,1.5,1.5,,0.0,Summer
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,8,,,,1.545,,9.5,4.5,,,Summer
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,9,,,,2.805,,11.0,6.0,,,Autumn
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,10,,,,2.875,,14.5,7.0,,,Autumn
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,11,,,,6.57,,27.0,20.0,,,Autumn
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,12,,,,8.5,,23.5,15.5,,,Winter
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,1,,,,5.465,,22.0,14.5,,,Winter
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,2,,,,3.27,,18.5,11.0,,,Winter
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,3,,,,2.615,,17.0,12.0,,,Spring
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,4,,,,3.55,,16.5,11.5,,,Spring
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,5,,,,2.455,,10.5,5.5,,,Spring
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,6,,,,1.6999999999999997,,10.5,5.5,,,Summer
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,7,,,,0.29000000000000004,,2.0,1.0,,0.0,Summer
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,8,,,,1.915,,7.5,4.5,,,Summer
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,9,,,,3.3499999999999996,,12.0,6.5,,,Autumn
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,10,,,,4.195,,18.5,9.0,,,Autumn
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,11,,,,5.78,,24.0,15.5,,,Autumn
US1WAKG0226,"REDMOND 1.7 N, WA US",47.697944,-122.108127,12,,,,8.96,,27.0,14.0,,,Winter
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,1,,,,6.82,,22.0,17.0,,,Winter
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,3,,,,3.215,,17.5,11.0,,,Spring
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,4,,,,3.77,,18.0,11.0,,,Spring
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,5,,,,1.06,,7.0,3.0,,,Spring
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,6,,,,2.03,,,,,,Summer
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,7,,,,0.21,,1.5,1.5,,0.0,Summer
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,8,,,,1.515,,7.5,3.0,,,Summer
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,9,,,,2.5999999999999996,,9.5,5.5,,,Autumn
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,10,,,,4.15,,17.0,10.0,,,Autumn
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,11,,,,6.67,,23.0,18.0,,,Autumn
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,12,,,,8.475,,22.5,14.5,,,Winter
US1WAKG0232,"SOUTHWORTH 2.7 SSE, WA US",47.470924,-122.487314,1,,,,4.83,,25.0,12.0,,,Winter
US1WAKG0232,"SOUTHWORTH 2.7 SSE, WA US",47.470924,-122.487314,2,,,,2.99,,18.0,10.0,,,Winter
US1WAKG0232,"SOUTHWORTH 2.7 SSE, WA US",47.470924,-122.487314,3,,,,3.11,,21.0,10.0,,,Spring
US1WAKG0232,"SOUTHWORTH 2.7 SSE, WA US",47.470924,-122.487314,4,,,,6.22,,22.0,14.0,,,Spring
US1WAKG0232,"SOUTHWORTH 2.7 SSE, WA US",47.470924,-122.487314,5,,,,0.86,,8.0,2.0,,,Spring
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,1,,,,5.725,,20.5,13.5,,,Winter
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,3,,,,2.8899999999999997,,13.0,8.0,,,Spring
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,4,,,,3.075,,16.0,8.5,,,Spring
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,5,,,,1.635,,10.5,4.0,,,Spring
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,6,,,,1.75,,,,,,Summer
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,7,,,,0.185,,2.0,1.0,,0.0,Summer
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,8,,,,1.4449999999999998,,6.5,2.5,,,Summer
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,9,,,,0.95,,,,,,Autumn
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,10,,,,3.38,,13.0,8.0,,,Autumn
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,11,,,,5.609999999999999,,16.0,13.0,,,Autumn
US1WAKG0234,"MATTHEWS BEACH 0.4 NW, WA US",47.700155,-122.280497,12,,,,6.06,,15.0,11.0,,,Winter
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,1,,,,4.82,,20.5,13.5,,,Winter
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,2,,,,2.52,,14.0,8.0,,,Winter
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,3,,,,2.26,,15.0,8.0,,,Spring
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,4,,,,2.9749999999999996,,12.0,10.0,,,Spring
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,5,,,,0.87,,6.0,2.0,,,Spring
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,6,,,,1.1099999999999999,,6.5,4.0,,0.0,Summer
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,7,,,,0.14,,1.0,0.5,,0.0,Summer
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,8,,,,1.075,,6.0,3.0,,,Summer
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,9,,,,1.915,,8.5,5.5,,,Autumn
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,10,,,,3.2,,12.0,8.0,,,Autumn
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,11,,,,4.82,,15.5,11.5,,,Autumn
US1WAKG0237,"FEDERAL WAY 0.9 W, WA US",47.30963,-122.36051,12,,,,7.155,,18.5,15.5,,,Winter
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,1,,,,5.88,,21.0,14.5,,,Winter
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,2,,,,2.96,,16.5,8.0,,,Winter
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,3,,,,2.8,,17.5,10.0,,,Spring
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,4,,,,3.5,,16.0,11.0,,,Spring
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,5,,,,1.7650000000000001,,10.0,4.0,,,Spring
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,6,,,,1.35,,10.0,1.0,,,Summer
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,7,,,,0.2,,2.0,1.0,,0.0,Summer
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,8,,,,1.385,,7.5,3.5,,,Summer
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,9,,,,1.0,,5.0,2.0,,,Autumn
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,10,,,,2.75,,12.0,6.0,,,Autumn
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,11,,,,5.550000000000001,,19.5,15.5,,,Autumn
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,12,,,,8.04,,19.0,14.0,,,Winter
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,1,,,,5.66,,23.5,14.5,,,Winter
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,2,,,,2.9,,17.5,9.0,,,Winter
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,3,,,,2.75,,18.5,9.5,,,Spring
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,4,,,,2.87,,16.0,8.0,,,Spring
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,5,,,,1.22,,,,,,Spring
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,6,,,,0.96,,8.0,4.0,,,Summer
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,7,,,,0.135,,2.0,0.5,,0.0,Summer
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,8,,,,1.4549999999999998,,7.5,3.5,,,Summer
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,10,,,,3.1900000000000004,,19.0,11.0,,,Autumn
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,11,,,,4.67,,19.5,12.5,,,Autumn
US1WAKG0239,"SEATTLE 3.9 N, WA US",47.67683,-122.36321,12,,,,7.33,,23.0,14.0,,,Winter
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,1,,,,5.51,,21.0,14.5,,,Winter
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,2,,,,3.96,,19.5,11.0,,,Winter
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,3,,,,4.175000000000001,,17.0,10.5,,,Spring
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,4,,,,4.0,,19.5,11.0,,,Spring
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,5,,,,2.7350000000000003,,10.0,6.0,,,Spring
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,6,,,,1.69,,7.0,6.0,,,Summer
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,7,,,,0.16999999999999998,,1.5,1.0,,0.0,Summer
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,8,,,,2.485,,6.0,2.5,,,Summer
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,9,,,,2.81,,10.0,6.5,,,Autumn
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,10,,,,3.8499999999999996,,15.5,8.5,,,Autumn
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,11,,,,5.525,,16.5,12.5,,,Autumn
US1WAKG0240,"SAMMAMISH 3.0 ESE, WA US",47.59942,-121.97569,12,,,,6.85,,21.0,17.0,,,Winter
US1WAKG0248,"FEDERAL WAY 2.5 SE, WA US",47.28895,-122.298461,1,,,,4.93,,25.0,15.5,,,Winter
US1WAKG0248,"FEDERAL WAY 2.5 SE, WA US",47.28895,-122.298461,2,,,,2.94,,19.0,10.0,,,Winter
US1WAKG0248,"FEDERAL WAY 2.5 SE, WA US",47.28895,-122.298461,3,,,,2.5650000000000004,,18.0,9.0,,,Spring
US1WAKG0248,"FEDERAL WAY 2.5 SE, WA US",47.28895,-122.298461,4,,,,3.6550000000000002,,18.5,11.5,,,Spring
US1WAKG0248,"FEDERAL WAY 2.5 SE, WA US",47.28895,-122.298461,5,,,,1.755,,10.0,4.5,,,Spring
